code	name	group	energy_kcal	protein_g	carbs_g	sugars_g	fat_g	sat_fat_g	fiber_g	sodium_mg
7258	Pain bagel	pains et assimilés	301	9,83	53	6,48	4,58	1,08	2,7	410
7259	Pain pour burger ou hot dog (bun), préemballé	pains et assimilés	283	8,21	47,2	6,46	4,9	0,84	3,5	450
7260	Pain blanc, fait maison (avec farine pour machine à pain)	pains et assimilés	256	7,81	52,1	-	0,9	0,17	2,6	578
7261	Pain de campagne, fait maison (avec farine pour machine à pain)	pains et assimilés	240	7,98	46,7	-	0,9	0,18	5,1	537
7262	Pain pour burger ou hot dog (bun) complet, préemballé	pains et assimilés	296	8,56	48,2	6,74	6,16	0,94	5,18	413
7263	Bretzel, pain frais	pains et assimilés	330	9,18	54,6	3,58	7,1	0,95	3,8	1340
7813	Tortilla souple (à garnir), à base de maïs	pains et assimilés	316	6,08	58	2,37	5,57	1,13	3,57	430
7815	Tortilla souple (à garnir), à base de blé	pains et assimilés	320	8,01	53	2,12	7,48	1,39	2,89	650
23805	Blinis	pains et assimilés	270	5,94	34,6	4,57	11,5	1,51	2,23	360
7004	Pain blanc, passé au grille-pain	pains et assimilés	317	9,46	64	1,4	1,3	0,52	3,7	602
7300	Biscotte classique	pains et assimilés	394	10	73,2	6,92	5,43	1,29	4,32	509
7301	Biscotte briochée	pains et assimilés	440	8,61	72,1	9,87	11,3	5,04	5,7	460
7302	Biscotte au germe de blé	pains et assimilés	386	10,1	69,9	5,1	5,4	0,97	6,6	513
7310	Biscotte, sans sel ajouté	pains et assimilés	402	10,6	74,7	6,91	5,1	0,98	5,6	3
7330	Biscotte aux céréales	pains et assimilés	404	11,5	68,1	4,81	7,3	1,02	7,6	716
7340	Biscotte au blé complet	pains et assimilés	389	11,3	66	4,96	5,9	1,14	11	492
7347	Cracker de table aux graines	pains et assimilés	445	14,3	49,9	1,67	17,7	2,51	11,6	-
7348	Cracker de table au fromage et aux graines	pains et assimilés	455	17,9	47,3	2,24	18,5	5,84	10,4	-
7349	Cracker de table au blé complet	pains et assimilés	436	12,6	55,6	4,82	15,4	3,88	10,1	-
7351	Cracker de table au froment	pains et assimilés	442	10,4	68,6	1,63	12,3	5,66	4,1	749
7352	Galette de riz complet soufflé	pains et assimilés	381	8,39	77,9	0,55	3	0,75	3,4	88
7353	Galette de céréales soufflées	pains et assimilés	388	10,1	77,9	0,94	2,9	0,66	3,7	85
7354	Galette de maïs soufflé	pains et assimilés	387	7,02	83,5	0,74	1,9	0,45	3	144
7357	Galette de céréale(s) soufflée(s), aux graines	pains et assimilés	382	8,53	77,7	0,58	3,88	0,77	4,63	-
7359	Tartine croustillante au seigle, source ou riche en fibres	pains et assimilés	342	9,29	57,4	1,96	3	0,42	21,9	395
7399	Toast ou pain grillé brioché aux raisins secs, tranches, préemballé	pains et assimilés	405	10,7	74,3	18,8	5,9	2,45	4,03	231
7400	Pain grillé au froment, tranches, préemballé	pains et assimilés	399	9,75	71,8	3,24	6,2	2,12	6,4	592
7402	Pain grillé au blé complet, tranches, préemballé	pains et assimilés	390	10,3	69,4	3,03	5,6	1,84	8	681
7403	Pain grillé brioché, tranches, préemballé	pains et assimilés	427	10,2	67,6	8,4	11,3	5	4,9	415
7407	Petit pain grillé suédois au froment	pains et assimilés	411	8,66	71,6	9,26	8,4	1,18	5,2	345
7409	Petit pain grillé suédois aux céréales et graines	pains et assimilés	404	10,4	68,6	3,24	8,14	1	5,14	613
7410	Tartine craquante extrudée, classique	pains et assimilés	385	9,01	75,8	7,8	3,6	0,79	4,8	639
7414	Tartine craquante extrudées, source ou riche en fibres	pains et assimilés	376	9,86	71,3	5,06	3,5	0,98	7,2	526
7419	Petit pain grillé suédois au blé complet, sans sucres ajoutés	pains et assimilés	391	10,8	65	3,11	7,2	0,8	9,4	562
7420	Petit pain grillé suédois au blé complet	pains et assimilés	402	9,69	65,8	5,68	8,6	0,93	9,3	509
7421	Petit pain grillé suédois aux fruits	pains et assimilés	386	8,85	73,8	11,5	4,9	0,5	3,8	340
7422	Petit pain grillé suédois brioché	pains et assimilés	421	9,43	69,4	8,84	10,6	2,44	3,31	-
7425	Pain grillé aux céréales, tranches, préemballé	pains et assimilés	417	12,8	70	7	7,33	2,41	7,5	630
7431	Croûton, à tartiner, préemballé	pains et assimilés	374	12,3	70	7,5	2,85	1,45	7	500
7432	Croûton nature, préemballé	pains et assimilés	459	9,21	62,4	3,64	17,9	2,66	3,72	680
7500	Chapelure	pains et assimilés	365	9,41	74,3	4,29	1,6	0,46	5,4	288
7525	Gressin, nature (sans sésame)	pains et assimilés	428	11,4	68,8	1,93	10,5	3,21	4,25	773
38500	Croûton, à l'ail, aux fines herbes ou aux oignons, préemballé	pains et assimilés	484	8,87	59	4,33	22,9	3,04	3,37	976
38501	Croûton, au fromage, préemballé	pains et assimilés	535	8,24	52,3	4	32	5,21	2,67	-
9230	Pop-corn ou maïs éclaté, à l'huile, salé	biscuits apéritifs	477	8,3	50,2	2,02	24,6	11,9	10,6	1100
9231	Pop-corn ou maïs éclaté, sans huile, non salé	biscuits apéritifs	419	11	59,7	0,6	12,3	4,57	12,8	8
9232	Pop-corn ou maïs éclaté, au caramel	biscuits apéritifs	421	6,53	73,2	35,9	9,83	3,8	6,8	18,7
38104	Chips, beignet ou pétale à la crevette	biscuits apéritifs	508	3,1	63,7	7,1	26,6	2,4	1	610
38105	Chips de maïs ou tortilla chips, aromatisé	biscuits apéritifs	499	6,53	59,1	2,79	25,4	10,4	4,16	590
38106	Biscuit ou cracker apéritif, soufflé, goût pomme de terre	biscuits apéritifs	475	4,59	60,6	1,39	23	6,49	3,74	1230
38107	Biscuit ou cracker apéritif, mini bretzel ou sticks	biscuits apéritifs	376	11,2	73,7	2	3,13	1,4	4,32	1770
38109	Biscuit apéritif, mini-chou fourré, préemballé	biscuits apéritifs	651	9,75	28,2	5,54	54,7	41,9	1,44	595
38399	Biscuit ou cracker apéritif (aliment moyen)	biscuits apéritifs	480	10,2	61,2	4,41	20,9	10,6	3,34	1030
38401	Biscuit ou cracker apéritif, à base de blé, au fromage	biscuits apéritifs	519	14,8	47	4,36	29,4	13,8	3,86	750
38402	Biscuit ou cracker apéritif, à base de blé, nature ou aromatisé	biscuits apéritifs	499	10,4	59,1	5,45	23,8	12,2	3,12	923
38403	Biscuit ou cracker apéritif, à base de blé, nature, allégé en matière grasse	biscuits apéritifs	410	6,53	73,1	3,97	9,33	4,67	3,67	1200
38404	Biscuit ou cracker apéritif, soufflé, goût cacahuète	biscuits apéritifs	487	13,3	54,8	3,13	22,9	5,94	3,99	749
38405	Biscuit ou cracker apéritif, tuile, à base de pomme de terre	biscuits apéritifs	521	4,63	59,1	2,86	28,8	9,02	3,31	651
38406	Cacahuète enrobée d'un biscuit salé ou aromatisé, pour apéritif	biscuits apéritifs	518	15,8	45,4	4,51	29,7	7,8	3,18	1120
38407	Biscuit ou cracker apéritif, feuilleté (flûtes, torsades, palmiers…), sans fromage	biscuits apéritifs	476	10,9	59,7	1,74	20,7	13,1	3,68	1020
38408	Biscuit apéritif, crêpe dentelle fourrée, préemballée	biscuits apéritifs	555	9,3	48,8	14,2	35,6	23,3	1,25	692
38410	Biscuit ou cracker apéritif, feuilleté (flûtes, torsades, palmiers…), au fromage	biscuits apéritifs	524	13,1	50,2	2,14	29,6	19,1	2,2	1010
38411	Biscuit ou cracker apéritif, à base de blé, assortiment	biscuits apéritifs	501	8,88	58,2	6,87	25,3	5,76	2,78	751
38413	Biscuit ou cracker apéritif, gaufrette fourrée	biscuits apéritifs	585	10,4	39,6	9,44	42,4	37,4	2,19	738
38414	Gressin, au sésame	biscuits apéritifs	443	12,8	59,3	3,06	15,7	5,24	4,64	678
38415	Gressin, au sésame, allégé en matière grasse	biscuits apéritifs	427	14	56,8	1,9	13,9	3,1	6,77	713
38416	Biscuit ou cracker apéritif, à base de riz et cacahuètes enrobées, mélange japonais	biscuits apéritifs	409	10,8	72	10,1	8,27	1,91	1,94	401
38417	Chips de maïs ou tortilla chips, nature	biscuits apéritifs	488	6,1	62,6	1,1	22,5	7,5	4,33	350
38419	Biscuit ou cracker apéritif, soufflé, goût bacon	biscuits apéritifs	513	6,5	62,2	1,55	25,9	8,55	2,45	880
38420	Biscuit ou cracker apéritif, soufflé, nature	biscuits apéritifs	464	7,17	64	3,74	19,2	7,84	3,53	1070
38421	Biscuit ou cracker apéritif, soufflé, goût fromage	biscuits apéritifs	510	7,29	57,6	3,26	27,3	12,8	2,64	890
38422	Biscuit ou cracker apéritif, soufflé, sans précision (aliment moyen)	biscuits apéritifs	535	10,5	48,8	9,63	32,6	27,3	2,12	642
4090	Fécule de pomme de terre	farines	348	0	86,3	-	0,2	0,039	0,55	3,75
9410	Farine de blé tendre ou froment T110	farines	343	9,61	68,6	1,6	1,5	0,27	6,8	< 5
9415	Farine de blé tendre ou froment T150	farines	342	11,4	64,9	1,77	1,52	0,22	10,2	14
9435	Farine de blé tendre ou froment T65	farines	346	10	71,5	1,5	1	-	3,5	12
9436	Farine de blé tendre ou froment T55 (pour pains)	farines	350	9,03	73,7	1,5	1	0,19	3,2	< 5
9437	Farine de blé tendre ou froment avec levure incorporée	farines	350	9,12	74	2,5	1	0,5	2,5	-
9440	Farine de blé tendre ou froment T45 (pour pâtisserie)	farines	355	8,44	76,5	0,44	0,82	0,13	2,5	39
9445	Farine de blé tendre ou froment T80	farines	355	9,95	73,2	1,77	1,18	0,17	4,2	< 2,72
9480	Farine d'épeautre (grand épeautre)	farines	352	11,4	64	1,3	3	0,5	9,3	< 5
9510	Amidon de maïs ou fécule de maïs	farines	365	0,26	90,4	0	0,05	0,009	0,9	9
9520	Farine de riz	farines	357	7,62	73,9	0,9	2,5	0,46	3,3	< 5
9530	Farine de seigle T170	farines	315	15,9	44,8	2,31	2,22	0,27	23,8	2
9532	Farine de seigle T85	farines	345	9,82	68,7	0,93	1,33	0,15	8	2
9533	Farine de seigle T130	farines	344	7,24	70,9	1,59	1,12	0,22	9,5	3,63
9540	Farine de sarrasin	farines	348	11,5	68,4	0,03	2,19	0,58	4,2	24
9545	Farine de maïs	farines	362	5,59	80,9	0,64	1,39	0,17	1,9	1
9550	Farine d'orge	farines	337	10,5	64,4	0,8	1,6	0,34	10,1	4
9555	Farine de millet	farines	350	10,2	63,2	0,5	4,1	0,76	9,7	< 5
9570	Farine de châtaigne	farines	362	5,69	70,4	-	3,43	0,52	12,6	-
9580	Farine de pois chiche	farines	359	22,4	47	10,9	6,69	0,69	10,8	64
20915	Farine de soja complète	farines	457	34,5	25,7	7,5	20,7	2,99	9,6	13
96781	Amidon de riz	farines	343	0,6	85	-	0	-	traces	-
23399	Pâte brisée, préemballée, cuite (aliment moyen)	pâtes à tarte	473	7,47	46,4	4,9	26,4	4,14	8,5	690
23402	Pâte à pizza fine, préemballée, crue	pâtes à tarte	285	7,57	47,4	2,9	6,6	1,29	1,6	726
23410	Pâte brisée, matière grasse végétale, préemballée, crue	pâtes à tarte	392	5,17	42,7	3	21,7	11,3	1,67	459
23412	Pâte brisée, matière grasse végétale, préemballée, cuite	pâtes à tarte	473	7,47	46,4	4,9	26,4	4,14	8,5	690
23414	Pâte brisée, pur beurre, préemballée, crue	pâtes à tarte	390	5,93	45	2,5	20	13	2	675
23415	Pâte brisée, pur beurre, surgelée, préemballée, crue	pâtes à tarte	387	5,65	43,3	7,55	20,7	11,5	1,6	-
23416	Pâte brisée, pur beurre, préemballée, cuite	pâtes à tarte	497	7,58	61,1	3,22	23,9	16,1	1,7	500
23420	Pâte feuilletée, matière grasse végétale, crue	pâtes à tarte	385	5,75	41	2,3	21,4	10,5	1,5	453
23424	Pâte feuilletée, pur beurre, préemballée, crue	pâtes à tarte	370	5,47	40	3	20	14	3	672
23425	Pâte feuilletée, pur beurre, surgelée, préemballée, crue	pâtes à tarte	398	4,99	35,3	1,33	25,8	17,7	1,4	-
23426	Pâte feuilletée, pur beurre, préemballée, cuite	pâtes à tarte	560	5,73	42	1,05	40,5	28,3	1,2	413
23430	Feuille de brick ou khatfa, préemballée, cuite à sec sans matière grasse	pâtes à tarte	277	6,16	57,1	7	1,76	0,28	3	-
23440	Pâte sablée, préemballée, crue	pâtes à tarte	419	5,31	50	13	21,8	9,94	0,95	101
23442	Pâte sablée, préemballée, cuite	pâtes à tarte	504	5,7	64,3	22,9	24,6	11,8	1,5	107
23444	Pâte sablée, pur beurre, préemballée, crue	pâtes à tarte	383	5,95	53,6	13,4	15,8	10,6	1,65	14,1
23445	Pâte phyllo ou pâte filo, crue	pâtes à tarte	289	7,1	50,7	0,18	6	1,47	1,9	483
23446	Pâte sablée, pur beurre, surgelée, préemballée, crue	pâtes à tarte	423	4,9	60,9	21,3	17,5	12	1,2	-
23448	Pâte sablée, pur beurre, préemballée, cuite	pâtes à tarte	469	6,2	63	20,1	20,9	13,7	1,9	188
37001	Pâte à pizza, préemballée, crue	pâtes à tarte	240	7,05	44,2	1,4	3,45	0,25	2,2	630
51550	Feuille de brick ou khatfa, préemballée	pâtes à tarte	283	7	59	2	1,5	0,1	2,5	1300
96778	Pâte à pizza, préemballée, cuite	pâtes à tarte	321	7,75	54,6	3,3	7,1	1,74	2,5	681
6584	Viande blanche, cuite (aliment moyen)	viandes cuites	177	28	0,1	0,0023	7,12	2,45	0,0019	71,4
6585	Viande rouge, cuite (aliment moyen)	viandes cuites	170	26,3	0,025	0	7,22	2,81	0	89,9
6999	Viande cuite (aliment moyen)	viandes cuites	174	27,2	0,14	0,0075	7,18	2,59	0,0084	80,1
36042	Volaille, viande cuite (aliment moyen)	viandes cuites	152	27,8	0,031	traces	4,36	1,23	0	78,5
36900	Volaille, cuite (aliment moyen)	viandes cuites	167	27,3	0,033	0,0037	6,37	2,07	0,0029	102
6100	Boeuf, entrecôte, partie maigre grillée/poêlée	viandes cuites	198	25,5	0	0	10,7	4,75	0	58
6101	Boeuf braisé	viandes cuites	240	32,1	0	0	12,4	5,72	0	-
6104	Boeuf, gîte à la noix cuit	viandes cuites	102	21	0,2	0	1,9	0,8	0	-
6105	Boeuf, faux-filet rôti/cuit au four	viandes cuites	194	28,8	0	0	8,71	3,62	0	-
6110	Boeuf, faux-filet grillé/poêlé	viandes cuites	182	27,1	0	0	8,17	3,39	0	56
6123	Boeuf, plat de côtes braisé ou bouilli/cuit à l'eau	viandes cuites	269	37,3	0	0	13,3	5,58	0	50
6131	Boeuf, hampe grillée/poêlée	viandes cuites	174	21,6	0	0	9,76	4,36	0	-
6141	Boeuf, joue, braisée ou bouillie/cuite à l'eau	viandes cuites	236	39,2	0	0	8,82	3,19	0	-
6151	Boeuf, jarret bouilli/cuit à l'eau	viandes cuites	161	31	0	0	4,1	1,13	0	-
6161	Boeuf, tende de tranche grillée/poêlée	viandes cuites	141	28,7	0	0	2,92	0,98	0	-
6162	Boeuf, tende de tranche rôtie/cuite au four	viandes cuites	146	29,8	0	0	3,03	1,03	0	-
6200	Boeuf, steak ou bifteck grillé/poêlé	viandes cuites	128	27,6	0	0	1,95	0,98	0	63,9
6205	Boeuf, onglet grillé/poêlé	viandes cuites	171	23	0	0	8,8	-	0	-
6207	Boeuf, rumsteck grillé/poêlé	viandes cuites	138	29	traces	traces	2,1	0,81	0	63
6208	Boeuf, boule de macreuse grillée/poêlée	viandes cuites	144	26,7	0	0	4,11	1,53	0	-
6210	Boeuf, rosbif rôti/cuit au four	viandes cuites	126	24,1	0,3	0	3,16	0,62	0	70,4
6211	Boeuf, bavette d'aloyau grillée/poêlée	viandes cuites	162	25	0	0	6,94	2,73	0	-
6214	Boeuf, boule de macreuse rôtie/cuite au four	viandes cuites	147	27,3	0	0	4,2	1,59	0	-
6230	Boeuf, à bourguignon ou pot-au-feu, cuit	viandes cuites	172	34	0	0	4,05	2,77	0	-
6241	Boeuf, collier braisé	viandes cuites	184	33	0	0	5,8	1,97	0	-
6251	Boeuf, steak haché 5% MG cuit	viandes cuites	155	25,5	0	0	5,85	2,89	0	65
6253	Boeuf, steak haché 10% MG cuit	viandes cuites	210	26,1	0	0	11,8	4,63	0	68
6255	Boeuf, steak haché 15% MG cuit	viandes cuites	239	23,6	0	0	16,1	5,9	0	84,3
6257	Boeuf, steak haché 20% MG cuit	viandes cuites	265	23	0	0	19,2	8,14	0	75
6259	Boeuf, steak haché, cuit (aliment moyen)	viandes cuites	229	23,8	0	0	14,9	5,57	0	81,7
6271	Boeuf, paleron, braisé ou bouilli/cuit à l'eau	viandes cuites	251	36,8	0,2	0	11,4	4,5	0	67
6310	Boeuf, queue bouillie/cuite à l'eau	viandes cuites	196	28	0	0	9,3	3,72	0	-
6511	Veau, côte grillée/poêlée	viandes cuites	156	25,1	0	0	6,24	2,11	0	100
6512	Veau, carré grillé/poêlé	viandes cuites	171	28	0	0	6,6	2,64	0	-
6520	Veau, escalope cuite	viandes cuites	147	31	0	0	2,5	0,82	0	58,9
6523	Veau, noix grillée/poêlée	viandes cuites	147	29,1	0	0	3,44	1,06	0	-
6524	Veau, noix rôtie/cuite au four	viandes cuites	147	29,1	0	0	3,44	1,06	0	-
6531	Veau, filet rôti/cuit au four	viandes cuites	212	24,8	0,5	0	12,3	5,26	0	93
6551	Veau, rôti cuit	viandes cuites	143	28,1	0	0	3,39	1,22	0	68
6562	Veau, épaule grillée/poêlée	viandes cuites	166	27,6	0	0	6,17	2,07	0	-
6563	Veau, épaule braisée ou bouillie	viandes cuites	219	36,4	0	0	8,14	2,91	0	-
6564	Veau, viande, cuite (aliment moyen)	viandes cuites	164	29,1	0,011	0	5,25	1,87	0	74,6
6581	Veau, jarret braisé ou bouilli	viandes cuites	207	37,4	0	0	6,43	1,95	0	-
6582	Veau, tête, bouillie/cuite à l'eau	viandes cuites	187	21	0	0	11,4	4,18	0	-
6591	Veau, collier braisé ou bouilli	viandes cuites	233	34,9	0	0	10,4	3,5	0	-
28010	Porc, épaule cuite	viandes cuites	253	30	0	0	14,8	5,56	0	46,4
28101	Porc, côte grillée/poêlée	viandes cuites	211	29,6	0	0	10,3	4,11	0	57
28103	Porc, rouelle de jambon cuite	viandes cuites	266	36,9	0	0	13,1	-	0	72
28105	Porc, carré cuit	viandes cuites	206	34,1	0,6	0	7,45	3,03	0	38,8
28202	Porc, filet maigre, en rôti, cuit	viandes cuites	198	28,3	0	0	9,39	-	0	61
28203	Porc, filet mignon cuit	viandes cuites	168	26,1	0	0	7,1	2,58	0	50,4
28205	Porc, viande, cuite (aliment moyen)	viandes cuites	207	29,4	0,22	0	9,89	3,69	0	47,2
28301	Porc, rôti cuit	viandes cuites	163	30,5	0,65	0	4,31	1,32	0	32,3
28401	Porc, travers braisé	viandes cuites	332	23,1	0	0	26,6	10,8	0	48,8
28451	Porc, échine rôtie/cuite au four	viandes cuites	295	26,2	0	0	21,2	-	0	58
28461	Porc, escalope de jambon cuite	viandes cuites	200	36	0	0	6,2	1,85	0	76,5
36004	Poulet, cuisse, viande et peau rôtie/cuite au four	viandes cuites	205	25,9	traces	0	11,3	4,44	0	91
36005	Poulet, viande et peau rôties/cuites au four	viandes cuites	204	28,9	0	0	9,88	3,08	0	160
36006	Poulet, cuisse, viande rôtie/cuite au four	viandes cuites	171	24,8	0	0	8,03	2,2	0	104
36018	Poulet, filet sans peau grillé/poêlé	viandes cuites	141	30,1	0	traces	2	0,58	0	56
36030	Poulet, cuisse, viande bouillie/cuite à l'eau	viandes cuites	188	24,8	0,7	0	9,52	-	0	90
36031	Poulet, cuisse, viande et peau bouillie/cuite à l'eau	viandes cuites	187	26,1	< 0,55	< 0,2	9,1	2,64	0	73
36032	Poulet, poitrine, viande et peau rôties/cuites au four	viandes cuites	189	29,8	0	0	7,78	2,19	0	71
36033	Poulet, aile, viande et peau rôties/cuites au four	viandes cuites	247	23,8	0	0	16,9	4,98	0	98
36041	Poulet, filet sans peau grillé/poêlé, bio	viandes cuites	144	31,1	0	traces	1,8	0,62	0	46
36302	Dinde, viande rôtie/cuite au four	viandes cuites	151	29,1	0	0	3,84	1,13	0	101
36306	Dinde, escalope grillée/poêlée	viandes cuites	124	28,5	0	-	1,09	0,51	0	65,2
36308	Dinde, escalope rôtie/cuite au four	viandes cuites	139	30,1	0	0	2,08	0,59	0	99
21007	Mouton, gigot rôti/cuit au four	viandes cuites	-	-	0	0	14	-	0	-
21501	Agneau, côtelette grillée/poêlée	viandes cuites	240	25,7	0	0	15,2	6,65	0	-
21503	Agneau, gigot rôti/cuit au four	viandes cuites	169	26,8	0	0	6,85	2,63	0	75,5
21506	Agneau, épaule rôtie/cuite au four	viandes cuites	252	30,5	0	0	14,5	5,26	0	95,5
21507	Agneau, épaule maigre rôtie/cuite au four	viandes cuites	197	24,9	0	0	10,8	4,08	0	68
21508	Agneau, collier braisé ou bouilli	viandes cuites	365	33,6	0	0	25,6	-	0	-
21509	Agneau, côte filet grillée/poêlée	viandes cuites	157	26,3	0	0	5,78	2,21	0	-
21512	Agneau, côte première grillée/poêlée	viandes cuites	185	26,1	0	0	9,01	3,67	0	73
21513	Agneau, selle, partie maigre rôtie/cuite au four	viandes cuites	153	26,1	0	0	5,45	2,01	0	64
21518	Agneau, gigot grillé/poêlé	viandes cuites	174	27,6	0	0	7,08	2,63	0	-
21519	Agneau, gigot braisé	viandes cuites	222	35,2	0	0	9,03	3,46	0	-
21520	Agneau, selle, partie maigre grillée/poêlée	viandes cuites	153	26,1	0	0	5,45	2,05	0	-
21522	Agneau, côte ou côtelette, cuite (aliment moyen)	viandes cuites	157	26,3	0	0	5,78	2,21	0	-
21523	Agneau, viande, cuite (aliment moyen)	viandes cuites	193	28,5	0	0	8,78	3,14	0	-
21524	Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)	viandes cuites	157	26,3	0	0	5,78	2,21	0	-
14000	Chevreuil, viande rôtie/cuite au four	viandes cuites	174	32,6	0	0	4,8	1,25	0	70
14003	Sanglier, viande rôtie/cuite au four	viandes cuites	153	28,3	0	0	4,38	1,3	0	60
14007	Cerf, viande rôtie/cuite au four	viandes cuites	150	30,2	0	0	3,19	1,25	0	54
14008	Gibier à poil, cuit (aliment moyen)	viandes cuites	160	30,2	0	0	4,36	1,26	0	61,2
36402	Faisan, viande rôtie/cuite au four	viandes cuites	239	32,4	0	0	12,1	3,91	0	43
36603	Gibier à plumes, viande, cuit (aliment moyen)	viandes cuites	203	24,9	0	0	11,5	4,05	0	276
6902	Cheval, viande rôtie/cuite au four	viandes cuites	138	28	0	0	2,85	2,41	0	39,8
6906	Cheval, tende de tranche grillée/poêlée	viandes cuites	135	27,9	0	0	2,58	0,77	0	-
6907	Cheval, faux-filet grillé/poêlé	viandes cuites	163	26,6	0	0	6,27	2,1	0	-
6908	Cheval, entrecôte grillée/poêlée	viandes cuites	169	28,2	0	0	6,24	1,99	0	-
6909	Cheval, faux-filet rôti/cuit au four	viandes cuites	173	28,3	0	0	6,68	2,23	0	-
6910	Cheval, tende de tranche rôtie/cuite au four	viandes cuites	144	29,7	0	0	2,75	0,82	0	-
21801	Chevreau, viande cuite	viandes cuites	136	27,1	0	0	3,03	0,93	0	86
34000	Lapin, viande braisée	viandes cuites	197	30,4	0	0	8,41	2,51	0	37
34002	Lapin, viande cuite	viandes cuites	167	20,5	0,5	0	9,2	3,42	0	63,2
34004	Lapin de garenne, viande cuite	viandes cuites	164	33	0	0	3,51	1,05	0	45
36051	Chapon, viande et peau rôties/cuites au four	viandes cuites	221	29	0	-	11,7	3,26	0	49
36102	Caille, viande et peau cuites	viandes cuites	206	26,8	0	0	10,9	3,51	0	52
36200	Canard, viande et peau rôties/cuites au four	viandes cuites	331	19	0	0	28,4	9,67	0	59
36202	Canard, viande rôtie/cuite au four	viandes cuites	194	23,3	0	0	11,2	3,95	0	154
36205	Canard, magret grillé/poêlé	viandes cuites	188	26,7	0	0	9,05	3,35	0	435
